image_id,label
4f6e0dff-7bc1-4db7-8e8a-dd5a7b2c04d4,0ฬ-0674
2678e665-50a9-42eb-8b98-3a1323a8950d,05กฒ4901
1b3bee82-898d-4aa8-9a7e-6f375ad62d8f,1กฉ9661
6d997bce-395e-4d25-85e4-dec70ead7954,0จห64
59c765b1-cdac-4fa7-902c-685f1591decf,0ฌ597
8485e66a-cc0c-4ec5-aca8-edc13e92f532,075ก6ฒ
e1c2b08a-4688-43e7-907b-ed025b5b2f43,0ษ945ก6
954b59dc-b324-4099-9f31-a6bb0e60fd8f,0ย326ก9
b446711f-f25d-42c7-8b88-09a0ea24c0a7,0ญ
7f5db1b6-da8e-4fab-9129-3fd159d0270d,073ม
d6f6c21b-2778-4ff2-92a0-ee34a47b41be,00ก288
664107af-b67c-40bf-ab0a-3a862e118c95,01ญ856ร
35e02dd3-a30c-4fcd-86e9-03ceb74f62c4,09445กก
a19fbfd2-e621-434b-b6c3-95467bcde8c2,0ฮ56ษ4
646429d6-7fec-4991-b0ea-171da67ffc38,02
894fccde-c08a-4196-889b-5f4518f12a50,0ล52ก87
6c38700d-0284-437e-9835-614488ac4686,0ล25ก35
6144c22b-8fc9-414b-a420-882883c49976,0ขก6408
34114a14-11c1-4764-8b15-b2e934e3c548,01166ก3
de457111-30f5-4289-9725-53f71be755bf,027ฉ18
77a26a59-bace-4a21-980b-411ed4f7973f,09ฎ7
78a0de00-75fd-4778-942a-c53812c82fa5,02ก786ต6
2dff71e8-ffa4-413a-b955-becd1bda5301,0ภ596ก8
f18092c6-0ba9-4d7a-95dd-29d3704de175,075ข
7759cbfd-734b-4b84-bb40-1895977f5bb9,0776ตก8
81082d16-db84-4e1e-b30d-997cb8d5cad2,0ฆฮ1298
e5d0c1f2-16cf-406f-907e-0c2419b7452a,0166ก0
eabf0ef3-b6d3-4356-96c1-7ab08e1d087c,0ญ681
72814829-6dd5-4b16-86be-79737c5ad547,0ม9ฒ513
0cc12c1b-98a7-4670-b543-77f4e1a8c3e9,0ผก87764
d04ebf1b-89de-45e5-825b-8a4a34015f35,09949ณ
6156a97a-ff92-4233-a6f3-8c4c05e3ae5e,0613ก46
839bec88-0d2a-468b-913b-953a3288f5f8,0ส31ก34
f4e0df7c-2c2b-4cd4-8ec3-e245852fbadb,07996ก8
8986f740-51e5-4832-968c-1b24cbb5636b,0ษก5064
71f34c39-10cd-4653-b66a-9097b124db45,0ภ9ภ74
94125e04-f802-4834-9c40-0f90ec82aa55,0ฉ516ก
73817779-de9e-4787-8275-e7530f5d0334,0152ก07
2648c0b8-9dd2-490e-a909-a9d26a4c32fb,010ฒ6ก39
3cd2b076-f0a5-45b0-b9e6-89a6cb839d89,056ก88
82ec040e-21b4-46f6-947b-1755de8463e8,0ค5941ก8
1911d452-f620-487f-959f-3f515572374e,0ร5721
89e4a431-3505-4265-98aa-d3817145a64f,07ส5ณ70
73887ebd-12cb-429e-9e50-240ab1a520b1,0ง2398ญ
0f9fd346-8b85-4faf-a1bf-b94b42548ba2,0ค035ก2
77fcbd75-aaaa-4f6c-94ee-68aa83eceb7c,0ฮ1157ก5
88c37229-8a41-4e3e-a118-fe70c7e6ec75,0ก24639
9d4f0e2d-5742-4251-b0b3-46ab3b04a59f,0ม6046
b188ebb0-ba53-41c5-852c-1448c16e76b4,0927ก8ฌ
e8602f97-1ebf-4106-b65a-1027beba53cb,0ศ68ห68
2ad5f503-b91c-4285-bb91-e1e1d5af5b19,047ก887
93119396-955b-4459-9d97-d86b1400fd18,0ฆ994ก08
f23a472d-6d37-4e21-8c5b-ed8bc46b6ffe,0ญ1630
875988f6-a00e-45e1-9b47-485d438a98c9,05267ตก4
d2329f01-9944-48c1-a128-3c89f1db2e19,0ง9ก87
e0a88889-439d-4a01-b437-86c840483732,0174ก42
9b321095-4f4b-4ee6-a0b3-b4fb7a54504c,09ฉ5ร95
fa566e6d-ac1f-47c2-b2ec-fb7afd073d29,05ก06ต7
b94f0dee-c965-4dad-baf7-3b7eb12f6fec,09ก5ผ3
111f49ff-a69c-4b0e-a5eb-0c5fd4a8fbac,0211บ
598f47d6-0f96-46e0-8a7b-61649af07c9e,09162ก6
411fd4b3-ad03-4135-a637-0a6f1449ebcf,03544ก
cc2a370f-a477-4882-8b37-f41d806c9c79,0ศ133
4de1b2f3-6276-40d3-8be4-30b18560c12c,0913ก46
68e867c9-5507-4fdb-86a1-bf6f1a0e501d,0ฒก3107
0023713c-801f-4c95-a650-7519a5b791bf,0กฮ21244
566dcd08-00d5-4101-90f4-6c24472f1327,0ว1717
fc04327b-5929-4804-a283-d68cdd2af5f2,01ว4ก76
218921c9-151f-4a4e-bc20-e6df49634414,077238ก
cbb21dcb-b7a7-4861-9fdc-0a689a4f9e06,0474
86a9ccc0-dab5-4602-83e4-ed4dbb5a264d,0ท9ฒ882
14210ba2-3c5f-4d8e-9ba7-8b4dc84ce70b,047ก83
6e9306cb-e443-4f71-9b99-fef2bccc5d0f,0720
643c8913-e7b0-4711-8416-ffa57eeb01ba,055ก249
5ec06be6-9ab0-4ee9-aec1-fc75b2041438,032ก88ณ3
fcce9ceb-6160-4a26-80bf-ab6a0371a308,0ท326
eea5ad4f-ebc6-48b2-9c46-287f71dc2d6b,04ก043ข
306de884-6b40-435c-94f3-7e88bc0bbc44,03ก2384
4a317396-69f4-4ad1-b424-bd051b0fd03f,0752ก0ศ
634d0fa9-20d2-42b2-abf1-c8dac5d98bf6,171ทก89
7af1137a-601f-4f8c-8173-64f82603da58,021ลก10
27f1fac1-03b0-42c7-b74e-36d1dd3668ed,075ก288ฎ
cfb3c23a-7de3-4d4f-9d33-0a559f29829c,09ฐก510
e4057602-004b-4eac-bf6b-5ec224a3a7c3,0ย9ก23
8252f514-31b1-4c63-a097-76960b671dfd,01ก74ล83
2f197151-535c-4f9c-8178-307d264f5ad9,0ก648ก9
59452233-65bb-4479-8d7f-4ded2e887334,0ณ92552ก
02fb160d-5418-4ece-beba-b2a8f1b8c453,057ก63
b93ee284-6e8a-4869-93b5-4b22a34a18a6,0ผฉ264
102f515c-5395-49af-b951-27f71472ed89,0252ก68
456b8d93-5677-4814-9a92-82ebb61f7ed4,0ญ867ก3
e3abbbee-3587-4745-b7df-a62b2d136b5f,059ฐ55ก2
7b307a94-8eb5-4130-a2ff-661cdb5b493f,0วก5888
6fb80e6f-7043-44d6-87bf-0458938a3717,03ก6815
4cc36e35-c90f-4568-a08f-392db35f4209,0ภ4513ก7
40c4ab27-00f4-4c03-bae0-3825cc2ac435,095ก568ก
f2f32c38-7c43-4ca7-9cb7-bfc7ee582feb,0ธ192ก9
da0007ea-cb9f-4866-8a8f-3a38bc3f9fe5,01ก167
071a9155-b59d-4268-9cae-90919205e96c,0596ล4ก7
63b2eb64-8b46-4f1b-95a3-96d8cda81707,07185
100959f5-f35a-4413-9abd-601a3d24eb02,0947ฌก79
517671da-b79b-4ed4-9791-661a4110d749,0นญ9768
40178dd6-9e7d-44f6-8ed0-d036198b7474,0711ขร71
04f53943-0f87-4210-99ca-49d0488e5817,0667กล3
b5b0b297-a740-4756-9f2c-ae6633133d48,0ฆ133ข
ba6b00c6-0d7d-41f2-9f93-08515c64ea3d,045ขก66
a2966cee-cf0d-4442-ae58-894812896f46,015ทฌ9
c9bdbd85-9538-479a-a866-e8a2baf5895e,0ษฆ658
dc797465-0c8a-4856-b875-f89a7d49102f,0ค552ก33
ae1c7652-afc9-48ca-8130-8046624165c6,0ย72ก272
e16127a1-9119-439f-95a5-e06a2497f8a4,01523
3d525602-b78d-4058-a27f-ade3bbb2ba84,095ณ
5a7cfa83-f47f-4f8b-ae5f-ed803c9cbadd,09ก495ก0
463a9436-bd7b-4e6f-8516-523b9c79718b,05ก72ฎ
c96997a9-f022-49a9-ba3d-1233abfa8c74,0ก551อ
953e5174-dc70-47bd-879d-efd88c16d674,08ก9145
7dc46755-6907-4dc8-8413-a2158e614d09,0บ16ก56
a8df6da0-d7bb-4583-b26e-c78d647bf8ed,09ฆฬ34
ecc3694a-6101-474a-b2b9-b3d98d3e7a1c,0ว5ฐ734
7acd5cde-f973-47b2-918e-02cd7f824490,0ค573ก
8f90860d-986d-419c-b190-a26a18fe536c,0ก8891
07997092-99e7-4e0a-b3bb-69c0474de436,0นษ2688
65a67d1b-b0e8-47ee-b150-0b566eeac566,0ลก1882
080f3639-516e-43bd-b3ae-999dc16be99d,055ฉ60ศ
42488834-af3b-412e-8da1-b3da71e31b99,02ฏ988
4e4fdc38-754d-4fc5-9ae6-7aa7db16af0a,0ค47ก
c8f14972-bdaf-411a-9702-6181988f26b9,0917ก83
38177965-b581-4efd-bb10-cdfb561ef8f5,07ฬ10ก7
ee7cda5a-b28d-4c49-9728-f30625408005,09018ฎ
aefe0da5-c536-4552-b826-7bbe9a7a6e12,099ก289
6f0eaf6b-3cd5-4b6b-b1e7-10a619ce2618,01ณ38ฎ8
d4799a1a-8983-490c-af4c-cdb00af9f625,013147กต
4df1deec-bbc7-49d5-89d4-f41461c96907,0ษ8ก
782976e5-189b-4869-949f-25fea3cff959,0ย501ก6
9e7d0605-f59b-4fc8-8cca-5dfbdd2e11db,0ก2278
2b95fc05-88b3-4e46-b405-9645e04395ff,0ฆ66ย47
5d2cf584-3bff-4793-8514-bafdff366c8d,0979ต9
6b06e779-b158-4c9e-81c4-bafc77023a85,0342
9501ea04-67a7-4b54-bb7e-85cd93a97a6c,059
589d053a-7698-4556-92cd-0622fa374884,09ห3จ
30672852-481c-4271-b57c-03a36f45d7a7,0ธ5230ฌ
29d3709f-ab22-47fd-bca4-ad9a649eb655,0ฒ0ล89
bf1d8bd2-238a-4ba7-8750-31fd5e6ea5f6,0606ตก75
67e020bf-d99e-4f64-8783-343e35c9ab07,0163ญ9
ad86f50b-d1c4-4e4f-ade6-3e0df02e1828,0967กฌ4
f8addfaf-ae92-4e27-be3c-60fc1891c08a,0ฌ9ง
c4a4e3bf-78c6-459a-9298-7785ed7b2ba5,02ก6138
5e0a5908-545b-4062-8e39-7f89673b795f,0ฆก63311
e237c12b-44f0-485e-930b-1c22df98a374,0566กก7
814d9937-6607-4824-8370-e82074d07c4d,012ก348
d1f36c07-1e69-4f1e-b7f3-a6e679906005,0499ก73ภ
ee41d2fe-11d9-4662-adcd-b0738a8952ab,0995ศ9ก3
48016c4a-419c-4bb4-875d-19166af84cfe,02ก1ก33
6a411bd5-1c71-4487-9bd8-aecb71d19a90,0วฆ2228
77acf727-cff3-46b6-9e1d-8e1fbf0d8bb0,05ย913ก8
15cf6f99-d88a-417c-b8fc-6790dc01d671,071ฒ11ม
6598985b-c732-416f-8dfa-1af6bcce1faa,04ฉก638
1af89e4d-5cb6-4591-b9ba-a75a868a4fac,0ฆ95ถ4
dc471b3a-a3d6-44a5-b97e-eb5f2c54b2c7,04ศ9ก6
54ded10d-1e03-4209-954c-1904ced5085d,053ก60อ
5bba0bb3-46d2-4286-80dc-11cf540ae888,0ล9ฎ2
4e018fec-9b79-4ec0-a801-e249bd5d14ed,0คก7
01d65326-5c96-4199-a3b1-bda74d191a8a,011กก238
5fd62230-70e4-4ed0-9f9a-6e36227dd3dd,09959
a874688a-82f8-44b7-9869-85ed394ac691,05ก3533
8a71e1ae-3cbc-4e61-92ee-960090b47ed9,0918
a04438d6-9e50-4a99-bce9-edb72ef68961,0459ก48ฎ
aec82e57-3a5b-4a28-bb9b-9b3c617f4a4f,0ฌ51ก8
f23dbc93-4bc8-40c7-bd56-41f14467e6b2,09ค8182
673ba07a-a278-4f2f-b312-8c94f5b42f8f,01778
27447393-9bfb-4b5c-8f99-6e3e4fb426f0,083
815bb53d-6500-459d-be0d-00d775e87b40,045623ก
e09ec6cb-7aab-41fa-a7e3-706a1468a072,01ก6ข824
708557aa-baaf-4a39-bfcf-699a936fa642,0ษญ89
c08aa589-c500-4c0b-b166-bdf99a7be5ac,0น50ศ09
557ffb73-710a-4573-bb2c-6926327e7dbf,07ก65
73c01db0-1f6c-4ae9-8d7c-05f17627fb0e,0ก10ญ50
3f8eeab6-ce02-4349-a8b1-6aeb4121c592,07756
931413d1-1d96-4d6a-9f39-9fff8f50a3bf,096ค
02238f42-7618-4a5a-89a9-1166ea8fabf2,09ก911
4fb2e0f5-8ad5-4d5d-adaa-0a9159e23726,0ม38ษ
90a15919-9d2a-480d-a3aa-b65769ccbb1a,02188ฒ1
9e5c875b-ea2b-4821-9c02-ecdc4351b9f5,0ล562
586ddc26-72da-40d5-8aaf-ebd2e8298343,0989ว8
0986c8bd-a4b4-45c4-9312-e151d7dc6a6d,0944
76fa7a10-8962-4326-a2dc-c2074046b8b9,0ธ5ฌ95
640fdef7-5423-44e2-b9d1-066aae885122,04ขก3880
d8bbcafd-25cc-404f-90f2-79f3c126f5bb,0ญ927ข1
5b7f10ce-293f-44c7-88dd-9b7fe142d06a,01ร32ย
ae517e24-be28-47b1-a3ff-f97334f828a0,02ฒ62ต0
eda063b3-708b-437a-b464-14270bfb94c1,0ณ5ก3279
402ac809-8c57-4089-9998-f7f10a734ba1,0น9ก3680
61c8b21d-f915-4ca9-818a-248ac2832a3d,03บ5ห800
52f654f8-aba5-41ca-95f3-b569d2de7263,0ค576ก4
5954ab57-b69f-4275-a4bc-e86e981c72d6,0ขก6028
34a1c535-f50e-4054-8776-a13a13831095,04ญก4836
cf434aca-68c0-4b5a-b761-073c0ba92fcb,1ขธ5164
8a25ff0d-33d8-4be6-89f2-91e141d88d54,0921
e48402a9-2444-492e-847f-261dcb9dcdb2,0ฮ44ก670
6ca88921-19ea-42e6-bcc4-e1c6bd76646c,0คผ1868ผ
ddb6252a-681f-4d2c-a61b-6fc893b6b1d7,0146ก8ธ
6f2cefe4-e95a-4199-ae6f-29b86c9439fe,0ฌ1ว38
404232fe-5842-43b6-8740-273bfad5fc95,070ก67ด0
f9e405b8-3589-44ab-b9f9-822da955bca9,0กธ55774
bf8da5cf-c7ac-410f-aa25-1cdc183fb531,02187
39cfddc0-d262-4c35-9c9c-5282bf6d2f13,0ฆฉ1481
62a82aa9-bf70-4475-8b06-4f51b8b4aed5,0ม870ฎ
6d9363d4-8e9e-4323-bf73-94a1fb717258,0ก547ฉ80
df970ba0-d347-49ce-b4ac-6db77166198c,0น2058ก4
f48bedcf-988c-4223-a4e7-7ec1e0d0026f,0995ย
c65a43ea-7c11-4787-b72c-1804a5548f12,0บ6765ก6
b9e63f77-631a-4907-9c19-ce6054bbcb0d,0ฆ704
22c27fba-7367-404e-8ad9-078eee71c169,01ภฒ52
062aa7cb-8093-4358-a88e-b2d3adc68c1a,0ม7212ก6
ab68374b-73e9-493d-b0b3-262e5d96047a,0ศ51ก89
22a81517-b01f-4b20-8cc0-90876cf32cfc,013
7f6306c6-82a2-427f-b47a-59d1fa965566,0ฆฆ1578
1007287c-03df-44cb-bd9c-a1da24bac726,0รฆ2519
fb3b265e-6a05-48fb-9672-aa9d8a322336,0ย912ก8
224ee0ac-5c43-4b98-a4fa-9dfe1c8ebf9d,0มก98782
c3e53138-0883-410e-86fb-abeeda0d761e,09ล54ก1
f777480a-0b0f-4d32-95e7-d602b5bc504d,0996กญ82
2157a142-51cc-4232-b3d3-922dac0c2d59,017736
c41b444b-2e4e-4bbe-9bb9-e2cb22b92730,05593ฌ
f92ad766-baf7-490c-9be1-18f111703ce5,0ผ53ช34
3f710083-28fa-4a13-8fe9-6f6277e0058e,0ถฒ12123
99db5937-9d14-433f-9036-aa0f32011eab,02ก3232
11de46c5-922d-4241-a20f-44204814f89c,0ณ1ว88
